Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"I Sayahi, CB Amar","Robust and Hybrid Crypto-watermarking Approach for 3D Multiresolution Meshes Security",2021,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/af1d/48ed63bd510ccd025b23607ab5dfa28762a6.pdf","",35,"2022-04-08 03:42:37","PDF","","","",,,,,0,0.00,0,2,1,"… encryption and hybrid watermarking … hybrid watermarking in order to guarantee the security of 3D multiresolution meshes. In this context, we propose a new hybrid cryptowatermarking …","https://pdfs.semanticscholar.org/af1d/48ed63bd510ccd025b23607ab5dfa28762a6.pdf","https://scholar.google.com/scholar?q=related:7oTRh5mNJ8wJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
2,"N Ren, Y Zhao, C Zhu, Q Zhou, D Xu","Copyright Protection Based on Zero Watermarking and Blockchain for Vector Maps",2021,"ISPRS International Journal of Geo …","mdpi.com","https://www.mdpi.com/1096906","https://scholar.google.com/scholar?cites=16187367067012831172&as_sdt=2005&sciodt=2007&hl=en",36,"2022-04-08 03:42:37","","","","",,,,,2,2.00,0,5,1,"… blockchain. Experimental results show that the combination of zero watermarking and blockchain … Each block contains the encrypted hash value, timestamp, and transaction data of the …","https://www.mdpi.com/2220-9964/10/5/294/pdf","https://scholar.google.com/scholar?q=related:xBcoRpUUpeAJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"Z Song, Z Yu, W Shang, YX Li","A Digital Copyright Protection Method Based on Blockchain",2021,"International Conference on Blockchain …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-7993-3_38","",39,"2022-04-08 03:42:37","","10.1007/978-981-16-7993-3_38","","",,,,,0,0.00,0,4,1,"… watermarking-based copyright management system that combines digital watermarking, blockchain, … that uses QR codes for digital watermark encryption and decryption. Wang et al. [9] …","","https://scholar.google.com/scholar?q=related:br87oYA_qU0J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"R Gürfidan, M Ersoy","Blockchain-Based Music Wallet for Copyright Protection in Audio Files",2021,"Journal of Computer Science & …","sedici.unlp.edu.ar","http://sedici.unlp.edu.ar/handle/10915/118060","https://scholar.google.com/scholar?cites=14111022750284548705&as_sdt=2005&sciodt=2007&hl=en",40,"2022-04-08 03:42:37","","","","",,,,,1,1.00,1,2,1,"… a new multi-watermark scheme that places three watermarks that serve different purposes … blockchains using QR codes and encryption algorithms by applying the digital watermark on …","http://sedici.unlp.edu.ar/bitstream/handle/10915/118060/Documento.pdf?sequence=1","https://scholar.google.com/scholar?q=related:YYoqkG1s1MMJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"X Zou","Blockchain-based data evidence storage method and apparatus",2021,"US Patent App. 17/392,871","Google Patents","https://patents.google.com/patent/US20210367763A1/en","",41,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… encrypted data of the target file; storing the irreversibly encrypted data in a blockchain and … information of the irreversibly encrypted data; generating a digital watermark of the on-chain …","https://patentimages.storage.googleapis.com/a4/98/04/81a3eea0939bca/US20210367763A1.pdf",""
1,"K Kumutha, S Jayalakshmi","Hyperledger Fabric Blockchain Framework: Efficient Solution for Academic Certificate Decentralized Repository",2021,"… Conference on I-SMAC (IoT in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9640785/","https://scholar.google.com/scholar?cites=2910604977109253859&as_sdt=2005&sciodt=2007&hl=en",42,"2022-04-08 03:42:37","","","","",,,,,1,1.00,1,2,1,"… article is to analyze blockchain technology and establish a permissioned blockchain-based … hash algorithm and digital watermarking technology for encryption and decryption of …","","https://scholar.google.com/scholar?q=related:474UPs6LZCgJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"X Zou","Blockchain-based data evidence storage method and apparatus",2021,"US Patent 11,088,828","Google Patents","https://patents.google.com/patent/US11088828B2/en","",45,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… encrypted data of the target file; storing the irreversibly encrypted data in a blockchain and … information of the irreversibly encrypted data; generating a digital watermark of the on-chain …","https://patentimages.storage.googleapis.com/63/b0/d7/e9014c40e6135f/US11088828.pdf","https://scholar.google.com/scholar?q=related:MNgm3f5rGbQJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"MR Wojcik","Blockchain digital rights management streaming library",2021,"US Patent App. 16/743,548","Google Patents","https://patents.google.com/patent/US20210216612A1/en","",51,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,1,1,"… blockchain-based DRMSL enforces trademarks, watermarks … blockchain network, the first level fragile watermarking process comprises using a fragile watermarking algorithm to encrypt …","https://patentimages.storage.googleapis.com/19/dc/32/1e622b2fbb960c/US20210216612A1.pdf",""
26,"N Jing, Q Liu, V Sugumaran","A blockchain-based code copyright management system",2021,"Information Processing & Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306457321000273","https://scholar.google.com/scholar?cites=9559806219216561234&as_sdt=2005&sciodt=2007&hl=en",54,"2022-04-08 03:42:37","","","","",,,,,26,26.00,9,3,1,"… , which are static watermarking technology and dynamic watermarking technology. For the … other raw code stored on the blockchain. Then, the miner will encrypt it with other relevant …","","https://scholar.google.com/scholar?q=related:UiT5ORtBq4QJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
10,"AK Singh, A Anand, Z Lv, H Ko, A Mohan","A survey on healthcare data: a security perspective",2021,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3422816","https://scholar.google.com/scholar?cites=9122759597637864864&as_sdt=2005&sciodt=2007&hl=en",56,"2022-04-08 03:42:37","","10.1145/3422816","","",,,,,10,10.00,2,5,1,"… We survey the various notable cryptography, biometrics, watermarking, and blockchain-… The watermark formed is encrypted using Advanced Encryption Standard (AES) prior to the …","","https://scholar.google.com/scholar?q=related:oI19BIWNmn4J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
5,"P Mathivanan","QR code based color image stego-crypto technique using dynamic bit replacement and logistic map",2021,"Optik","Elsevier","https://www.sciencedirect.com/science/article/pii/S0030402620316594","https://scholar.google.com/scholar?cites=1530337013496619441&as_sdt=2005&sciodt=2007&hl=en",57,"2022-04-08 03:42:37","","","","",,,,,5,5.00,5,1,1,"… a novel stegao-crypto technique to incorporate three individual 30 × 72 watermark data into … additional processes prior to chaos encryption, first the watermark data is transferred to the …","","https://scholar.google.com/scholar?q=related:sSEZ3GfZPBUJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
2,"NY Lee, J Yang, CS Kim","Blockchain-based smart propertization of digital content for intellectual rights protection",2021,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/10/12/1387","https://scholar.google.com/scholar?cites=1389222094755514527&as_sdt=2005&sciodt=2007&hl=en",58,"2022-04-08 03:42:37","","","","",,,,,2,2.00,1,3,1,"… method encrypts the … watermark of contents in blockchain to implement copyright registration. For instance, the method in [22] proposed a watermarking-based multimedia blockchain …","https://www.mdpi.com/2079-9292/10/12/1387/pdf","https://scholar.google.com/scholar?q=related:n8gGgCKCRxMJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"S Velliangiri","Hybrid Crypto Techniques for Secured Multimedia Big Data Content Protection System (SMBDCPS)",2021,"International Journal of e-Collaboration (IJeC)","igi-global.com","https://www.igi-global.com/article/hybrid-crypto-techniques-for-secured-multimedia-big-data-content-protection-system-smbdcps/283982","https://scholar.google.com/scholar?cites=12526330919335686731&as_sdt=2005&sciodt=2007&hl=en",66,"2022-04-08 03:42:37","","","","",,,,,1,1.00,1,1,1,"… The proposed scheme has using AES and SHA-256 hybrid mechanism for securing the keys of encryption and decryption. This method has integrated the key value of AES and SHA-…","","https://scholar.google.com/scholar?q=related:S_L-kZp31q0J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"N Rathina Kumar, C Ramya","An Enhanced Hybrid Watermarking Method and Imaging System for Securing Medical Images",2021,"Journal of Medical Imaging and …","ingentaconnect.com","https://www.ingentaconnect.com/contentone/asp/jmihi/2021/00000011/00000011/art00007","",67,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,2,1,"… image watermarking and equivalent encryption strategy is … of image watermarking algorithm together with an encryption … [22] suggested a region-based, crypto-watermarking system …","","https://scholar.google.com/scholar?q=related:lHKI63SEfQAJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"G Subathra, A Antonidoss","A multiobjective based Encryption scheme for content-based addressing in Blockchain",2021,"2021 5th International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9676123/","",68,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,2,1,"… system based on digital watermarking and blockchain. In 2018 … Proof of delivery of digital assets using blockchain and smart … BlockIPFS-blockchain-enabled interplanetary file system for …","","https://scholar.google.com/scholar?q=related:T_7NARWx0okJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"M Li, Y Chen, C Lal, M Conti…","Eunomia: Anonymous and Secure Vehicular Digital Forensics based on Blockchain",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9627586/","https://scholar.google.com/scholar?cites=2229548603505880138&as_sdt=2005&sciodt=2007&hl=en",70,"2022-04-08 03:42:37","","","","",,,,,1,1.00,0,5,1,"… -watermarkencrypt” process conducted by the CPD. It is a potential research direction that is a part of our work. When the data type is taken into account, the decrypt-watermark-encrypt …","","https://scholar.google.com/scholar?q=related:SqxvaaTy8B4J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"Y Liu, J Zhang, S Wu, MS Pathan","Research on digital copyright protection based on the hyperledger fabric blockchain network technology",2021,"PeerJ Computer Science","peerj.com","https://peerj.com/articles/cs-709/","",71,"2022-04-08 03:42:37","HTML","","","",,,,,0,0.00,0,4,1,"… Secondly, this paper introduces digital watermarking technology, blockchain technology, and the work of other researchers. Thirdly, a digital rights protection system based on an …","https://peerj.com/articles/cs-709/","https://scholar.google.com/scholar?q=related:pbZAPwyBfpwJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
5,"R Thanki, A Kothari, S Borra","Hybrid, blind and robust image watermarking: RDWT–NSCT based secure approach for telemedicine applications",2021,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-021-11064-y","https://scholar.google.com/scholar?cites=7965025978559679260&as_sdt=2005&sciodt=2007&hl=en",72,"2022-04-08 03:42:37","","10.1007/s11042-021-11064-y","","",,,,,5,5.00,2,3,1,"… for watermarked medical images. Aparna et al. [4] proposed blind crypto- watermarking scheme … This scheme was developed using advanced encryption standard (AES) and arithmetic …","","https://scholar.google.com/scholar?q=related:HMvOTu10iW4J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
2,"A Mohan, A Anand, AK Singh, R Dwivedi…","Selective encryption and optimization based watermarking for robust transmission of landslide images",2021,"Computers & Electrical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0045790621003530","https://scholar.google.com/scholar?cites=3078544415913502894&as_sdt=2005&sciodt=2007&hl=en",73,"2022-04-08 03:42:37","","","","",,,,,2,2.00,0,5,1,"… a watermarking method based on selective encryption and … coefficient for watermark embedding. Subsequently, the … we will develop blockchain-based watermarking to make the …","","https://scholar.google.com/scholar?q=related:rmjJ39UvuSoJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"A Al-Haj, H Abdel-Nabi","An efficient watermarking algorithm for medical images",2021,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-021-10801-7","https://scholar.google.com/scholar?cites=14101509889545641207&as_sdt=2005&sciodt=2007&hl=en",74,"2022-04-08 03:42:37","","10.1007/s11042-021-10801-7","","",,,,,1,1.00,1,2,1,"… Embed the encrypted domain watermark in the encrypted watermarked image by … In this paper, we described a crypto-watermarking algorithm that provides security for transmitted …","","https://scholar.google.com/scholar?q=related:95wGE4igssMJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
4,"RA Azeez, MK Abdul-Hussein, MS Mahdi…","Design a system for an approved video copyright over cloud based on biometric iris and random walk generator using watermark technique",2021,"… of Engineering and …","pen.ius.edu.ba","http://pen.ius.edu.ba/index.php/pen/article/view/2577","https://scholar.google.com/scholar?cites=8193367463866172656&as_sdt=2005&sciodt=2007&hl=en",76,"2022-04-08 03:42:37","","","","",,,,,4,4.00,1,4,1,"… A new crypto-watermarking system is suggested by Aparna P., et al. [29] face image … watermark, second, the chaotic sequence is used to as a key to generate encrypted watermarking …","http://pen.ius.edu.ba/index.php/pen/article/download/2577/1041","https://scholar.google.com/scholar?q=related:8IT8TUywtHEJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"Z Wang, T Li","Research on Image Copyright Confirmation and Protection Model Based on Blockchain",2021,"2021 2nd International Conference on Control …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3483845.3483886","",79,"2022-04-08 03:42:37","","10.1145/3483845.3483886","","",,,,,0,0.00,0,2,1,"… This paper adopts the digital blind watermark technology based on fast … the blockchain; the other is to use fast Fourier transform-based Digital blind watermarking technology re-encrypts …","https://dl.acm.org/doi/pdf/10.1145/3483845.3483886","https://scholar.google.com/scholar?q=related:RiGmEW7VnhkJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"NK Gupta, AK Yadav, A Jain","Using Blockchain for Digital Copyrights Management",2021,"Blockchain for Information Security …","books.google.com","https://books.google.com/books?hl=en&lr=&id=ajZIEAAAQBAJ&oi=fnd&pg=PT346&dq=encrypted+watermarking+blockchain&ots=Gtzbxe3avH&sig=7vP5p6kqQmffX53_Kg8eg3AJjlk","",81,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,3,1,"… Use an asymmetric encryption algorithm to generate user … watermark: By embedding a unique identification watermark in … identified and traced through the watermark. Once the digital …","","https://scholar.google.com/scholar?q=related:1TRv1aHVSlIJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"NAA Moneim, MT Gaata","Video Data Authentication Model Using Blockchain Technology",2021,"International Journal of Computing …","journal.uob.edu.bh","https://journal.uob.edu.bh/handle/123456789/4393","",82,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,2,1,"… watermark is embedded in the images to be authenticated. This watermark contains the blockchain … Venugopal and VSK Reddy, “Image watermarking using two level encryption method …","https://journal.uob.edu.bh/bitstream/handle/123456789/4393/1570724873.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Fy4UzSni19IJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"L Mark, V Ponnusamy, A Wicaksana…","A Secured Online Voting System by Using Blockchain as the Medium",2021,"The Smart Cyber …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119761655.ch21","",83,"2022-04-08 03:42:37","","10.1002/9781119761655.ch21","","",,,,,0,0.00,0,4,1,"… be encrypted using the HSA-256 encryption algorithm before it is inserted into the blockchain… an online voting system that utilizes both biometric as well cryptowatermarking approaches. …","","https://scholar.google.com/scholar?q=related:4HrZby2yUBcJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
22,"R Kumar, R Tripathi, N Marchang, G Srivastava…","A secured distributed detection system based on IPFS and blockchain for industrial image and video data security",2021,"Journal of Parallel and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0743731521000435","https://scholar.google.com/scholar?cites=10458295115374090270&as_sdt=2005&sciodt=2007&hl=en",84,"2022-04-08 03:42:37","","","","",,,,,22,22.00,4,5,1,"… that employ IPFS to store watermarking details of an image [2… 2020 Authors have discussed encrypted storage of an image … from tempered Centralized Encrypted approach is applied to …","","https://scholar.google.com/scholar?q=related:HlgTPP9TI5EJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"SK Singh, PK Manjhi, RK Tiwari","Cloud Computing Security Using Blockchain Technology",2021,"… Solutions using Blockchain","Springer","https://link.springer.com/chapter/10.1007/978-981-33-6858-3_2","https://scholar.google.com/scholar?cites=7578898156695971917&as_sdt=2005&sciodt=2007&hl=en",85,"2022-04-08 03:42:37","","10.1007/978-981-33-6858-3_2","","",,,,,1,1.00,0,3,1,"… encryption and the digital watermarking technology. Apart from used techniques, blockchain … Therefore, this time we have selected blockchain technology to avoid the security concerns …","https://www.researchgate.net/profile/Mani_Alivelu/publication/355368095_TRINITY_INSTITUTE_OF_PROFESSIONAL_STUDIES_th/links/616d077d951b3574c65dcd30/TRINITY-INSTITUTE-OF-PROFESSIONAL-STUDIES-th.pdf#page=235","https://scholar.google.com/scholar?q=related:Tei5ArinLWkJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
5,"R Thanki, A Kothari","Multi-level security of medical images based on encryption and watermarking for telemedicine applications",2021,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-020-09941-z","https://scholar.google.com/scholar?cites=3464562283646515771&as_sdt=2005&sciodt=2007&hl=en",86,"2022-04-08 03:42:37","","10.1007/s11042-020-09941-z","","",,,,,5,5.00,3,2,1,"… image to get a secure watermarked medical image using watermarking. Then, encryption is applied to the watermarked medical image to generate its encrypted version. Thus, this …","","https://scholar.google.com/scholar?q=related:O3r3egqZFDAJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
27,"P Khare, VK Srivastava","A secured and robust medical image watermarking approach for protecting integrity of medical images",2021,"Transactions on Emerging …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3918","https://scholar.google.com/scholar?cites=1808180214304658854&as_sdt=2005&sciodt=2007&hl=en",87,"2022-04-08 03:42:37","","10.1002/ett.3918","","",,,,,27,27.00,14,2,1,"… providing extra security to the watermark image by encrypting the watermarked image. Moreover, … Ali al haj 31 developed crypto watermarking scheme in which multiple watermarks are …","","https://scholar.google.com/scholar?q=related:ptWEI1PyFxkJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
6,"V Pavithra, J Chandrasekaran","Developing security solutions for telemedicine applications: medical image encryption and watermarking",2021,"Research anthology on telemedicine …","igi-global.com","https://www.igi-global.com/chapter/developing-security-solutions-for-telemedicine-applications/273489","https://scholar.google.com/scholar?cites=17992552928007485450&as_sdt=2005&sciodt=2007&hl=en",88,"2022-04-08 03:42:37","","","","",,,,,6,6.00,3,2,1,"… This paper presents an advanced image encryption scheme based on advanced ElGamal encryption technique. A new method that has been implemented in this paper is that there is …","","https://scholar.google.com/scholar?q=related:CvhMNI9jsvkJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"B Samira, RH Lamia…","Biometric Template Security Using Watermarking Reinforcement Based Cancellable Transformation",2021,"… on Cyberworlds (CW)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9599350/","",89,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,3,1,"… involving crypto-biometric algorithm, template transformation method and watermarking … A logo watermark is encrypted using RSA approach. Then it is hiding inside a secure image by …","","https://scholar.google.com/scholar?q=related:a1-pgzvHDyMJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"P Amrit, A Anand, S Kumar…","Robust transmission of medical records using dual watermarking and optimization algorithm",2021,"Journal of Physics …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1767/1/012060/meta","https://scholar.google.com/scholar?cites=4942468035008800695&as_sdt=2005&sciodt=2007&hl=en",91,"2022-04-08 03:42:37","","10.1088/1742-6596/1767/1/012060","","",,,,,1,1.00,0,4,1,"… watermarking technique is proposed by Chaturvedi and Shukla for efficient transmission of digital multimedia [9]. The watermark image is encrypted … networks and blockchain to further …","https://iopscience.iop.org/article/10.1088/1742-6596/1767/1/012060/pdf","https://scholar.google.com/scholar?q=related:tyds1H0sl0QJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
14,"Z Feixiang, L Mingzhe, W Kun, Z Hong","Color image encryption via Hénon-zigzag map and chaotic restricted Boltzmann machine over Blockchain",2021,"Optics & Laser Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0030399220312433","https://scholar.google.com/scholar?cites=3402058449938652608&as_sdt=2005&sciodt=2007&hl=en",94,"2022-04-08 03:42:37","","","","",,,,,14,14.00,4,4,1,"… image encryption algorithm proposed in this paper is perfectly combined with blockchain. … We use blockchain to verify the integrity of encrypted images and ensure the integrity of the …","","https://scholar.google.com/scholar?q=related:wJ21pSKKNi8J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"Y Xiang, W Ren, T Li, X Zheng, T Zhu…","A multi-type and decentralized data transaction scheme based on smart contracts and digital watermarks",2021,"Journal of Network and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1084804520304057","https://scholar.google.com/scholar?cites=11512621005570642525&as_sdt=2005&sciodt=2007&hl=en",98,"2022-04-08 03:42:37","","","","",,,,,1,1.00,0,6,1,"… blockchain frameworks and protocols based on smart contracts using available watermarks. … readable content without encrypting watermark information such as whitespace. The result …","","https://scholar.google.com/scholar?q=related:XRK93s4LxZ8J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"R Kaibou, MS Azzaz","FPGA Implementation of Mixed Robust Chaos-based Digital Color Image Watermarking",2021,"2021 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9628906/","",99,"2022-04-08 03:42:37","","","","",,,,,0,0.00,0,2,1,"… Also, for this work on the security aspect, watermarks are encrypted before their embedding and by adopting the chaotic system models that are enriched with the randomness …","https://www.researchgate.net/profile/Redouane-Kaibou/publication/356827886_FPGA_Implementation_of_Mixed_Robust_Chaos-based_Digital_Color_Image_Watermarking/links/61af5c79c11c10383697b8a9/FPGA-Implementation-of-Mixed-Robust-Chaos-based-Digital-Color-Image-Watermarking.pdf","https://scholar.google.com/scholar?q=related:G6TnFMdsqqEJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
0,"N Ren, M Zhao, C Zhu, X Sun, Y Zhao","Commutative encryption and watermarking based on SVD for secure GIS vector data",2021,"Earth Science Informatics","Springer","https://link.springer.com/article/10.1007/s12145-021-00684-5","",106,"2022-04-08 03:42:37","","10.1007/s12145-021-00684-5","","",,,,,0,0.00,0,5,1,"… encrypted-watermarked data by watermarking the encrypted data or encrypting the watermarked … And at the same time, it can extract watermark from the encrypted-watermarked data or …","","https://scholar.google.com/scholar?q=related:1A7VJzvn2zAJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
45,"A Anand, AK Singh","Watermarking techniques for medical data authentication: a survey",2021,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-020-08801-0","https://scholar.google.com/scholar?cites=2178886676763137252&as_sdt=2005&sciodt=2007&hl=en",108,"2022-04-08 03:42:37","","10.1007/s11042-020-08801-0","","",,,,,45,45.00,23,2,1,"… the watermark. To prevent the unauthorized access of patient’s information, the text watermark is encrypted using Advanced Encryption … The encrypted watermark is then encoded using …","","https://scholar.google.com/scholar?q=related:5FRMZuP1PB4J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
4,"S Vadlamudi, A Islam, S Hossain…","Watermarking Techniques for Royalty Accounts in Content Management Websites for IoT Image Association",2021,"Academy of …","search.proquest.com","https://search.proquest.com/openview/1683d019afd49ca2d6c02c1c4e1422c7/1?pq-origsite=gscholar&cbl=38744","https://scholar.google.com/scholar?cites=3723820501160513497&as_sdt=2005&sciodt=2007&hl=en",110,"2022-04-08 03:42:37","","","","",,,,,4,4.00,1,4,1,"… encrypting the watermark utilizing a mutual secret key, the radar inserts the encrypted watermark at … Zero-watermark methods and the outcomes displayed that it does not introduce any …","","https://scholar.google.com/scholar?q=related:2U_9IgSrrTMJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
4,"J Liu, K Fan, H Li, Y Yang","A blockchain-based privacy preservation scheme in multimedia network",2021,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-021-10513-y","https://scholar.google.com/scholar?cites=11328171448437943908&as_sdt=2005&sciodt=2007&hl=en",111,"2022-04-08 03:42:37","","10.1007/s11042-021-10513-y","","",,,,,4,4.00,1,4,1,"… the blockchain model. Proposed a framework which is based on multimedia block chain from embedding watermarking … such as encryption, decryption and efficiency of blockchain are …","","https://scholar.google.com/scholar?q=related:ZK7dwum_NZ0J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
1,"F Huma, M Jahan, IB Rashid, MA Yousuf","Wavelet and LSB-Based Encrypted Watermarking Approach to Hide Patient's Information in Medical Image",2021,"Proceedings of International …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-0586-4_8","https://scholar.google.com/scholar?cites=18260411785575400151&as_sdt=2005&sciodt=2007&hl=en",112,"2022-04-08 03:42:37","","10.1007/978-981-16-0586-4_8","","",,,,,1,1.00,0,4,1,"… on a joint watermarking and encryption … encrypt patient’s information using the advanced encryption standard (AES) technique in output feedback mode. The embedding of a watermark …","https://www.researchgate.net/profile/Mohammad-Yousuf/publication/351645187_Wavelet_and_LSB-Based_Encrypted_Watermarking_Approach_to_Hide_Patient's_Information_in_Medical_Image/links/60f3ba0a0859317dbdeddabf/Wavelet-and-LSB-Based-Encrypted-Watermarking-Approach-to-Hide-Patients-Information-in-Medical-Image.pdf","https://scholar.google.com/scholar?q=related:1wKUa8UDav0J:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
3,"A Muwafaq, SN Alsaad","Design scheme for copyright management system using Blockchain and IPFS",2021,"International Journal of Computing and …","journal.uob.edu.bh","https://journal.uob.edu.bh/handle/123456789/4020","https://scholar.google.com/scholar?cites=8785878898287418614&as_sdt=2005&sciodt=2007&hl=en",113,"2022-04-08 03:42:37","","","","",,,,,3,3.00,2,2,1,"… [5] used blockchain to store watermark information and achieved time-stamp … blockchain architecture for internet of Thing (IoT) application using attribute-based encryption …","https://journal.uob.edu.bh/bitstream/handle/123456789/4020/paper%2059.pdf?sequence=4","https://scholar.google.com/scholar?q=related:9pwF9E627XkJ:scholar.google.com/&scioq=encrypted+watermarking+blockchain&hl=en&as_sdt=2007&as_ylo=2020"
